LLSD	SDV		Sde Dov Airport (Dov Hoz Airport)	Tel Aviv
LLYT	YOT		Yotvata Airfield	Yotvata
LMML	MLA		Malta International Airport (Luqa Airport)	Luqa
LNMC	MCM		Monaco Heliport	Monte Carlo
LOAG			Krems-Gneixendorf Airfield	Gneixendorf, Lower Austria
LOAN			Wiener Neustadt East Airport	Wiener Neustadt, Lower Austria
LOAV			Vöslau-Kottingbrunn Airfield	Bad Vöslau, Lower Austria
LOGG			Punitz Airfield	Güssing, Burgenland
LOKF			Feldkirchen Airfield	Ossiacher See, Carinthia
LOLG			St. Georgen Airfield [1]	Leutzmannsdorf, Lower Austria
LOLO			Linz Ost Airfield (Linz East Airfield)	Linz, Upper Austria
LOLW			Wels Airport	Wels, Upper Austria
LOWG	GRZ		Graz Airport (Thalerhof Airport)	Graz, Styria
LOWI	INN		Innsbruck Airport (Kranebitten Airport)	Innsbruck, Tyrol
LOWK	KLU		Klagenfurt Airport (Woerthersee Airport)	Klagenfurt, Carinthia
LOWL	LNZ		Linz Airport (Blue Danube Airport)	Linz, Upper Austria
LOWS	SZG		Salzburg Airport (W. A. Mozart Airport)	Salzburg, Salzburg
LOWW	VIE		Vienna International Airport (Schwechat Airport)	Schwechat, Lower Austria
LOXA			Aigen-Fiala Fernbrugg Air Base	Aigen im Ennstal, Styria
LOXE			Austrian Air Force-internal designation of Allentsteig-Military Airfield (not officially listed by ICAO)
LOXG			Austrian Air Force-designation of Graz-Nittner Air Base at Graz Airport (LOWG)
LOXL			Austrian Air Force-designation of Linz-Vogler Air Base at Linz Airport (LOWL)
LOXN			Wiener Neustadt West Airport	Wiener Neustadt, Lower Austria
LOXT			Langenlebarn Air Base also known as Fliegerhorst Brumowski	Tulln, Lower Austria
LOXW			Austrian Air Force-designation of Vienna International Airport (LOWW)
LOXZ			Zeltweg Air Base	Zeltweg, Styria
LPAR			Alverca Air Base	Alverca do Ribatejo, Vila Franca de Xira
LPAV			São Jacinto Airport (Aveiro Airport)	Aveiro
LPBG	BGC		Bragança Airport	Bragança
LPBJ	BYJ		Beja Air Base/Beja Airport	Beja
LPBR	BGZ		Braga Airport	Palmeira, Braga
LPCH	CHV		Chaves Airport	Chaves
LPCO	CBP		Coimbra Airport (Antanhol / Cernache /Coimbra) Bissaya Barreto Airport	Coimbra
LPCS			Tires Airport, São Domingos da Rana, (Cascais Airport) Tires,Cascais	Cascais / Estoril / Sintra Coast / Greater Lisbon
LPCV	COV		Covilhã Airport	Covilhã / Cova da Beira / Guarda / Beiras / Serra da Estrela
LPEV			Évora Airport	Évora / Alentejo Central
LPFR	FAO		Faro Airport	Faro / Algarve Int. Faro
LPIN			Espinho Airport	Paramos / Silvalde/Espinho
LPLG			Brigadeiro Franco Airport Lagos, Portugal, Algarve Barlavento Algarvio	Lagos/ Silves / Vila do Bispo area.
LPMC			Macedo de Cavaleiros
LPMF			Monfortinho Airport	Monfortinho, Idanha-a-Nova
LPMI			Mirandela Airport	Mirandela
LPMO			Montargil Airport	Montargil, Ponte de Sor
LPMR			Monte Real Air Base	Monte Real, Leiria
LPMT			Montijo Air Base	Montijo
LPMU			Mogadouro Aerodrome	Mogadouro
LPOT			Ota Air Base	Ota, Alenquer
LPOV			Ovar Air Base	Maceda, Ovar
LPPM	PRM		Portimão Airport	Montes de Alvor /Penina / Alvor, Portimão, Barlavento Algarvio
LPPR	OPO		Francisco Sá Carneiro Airport Int.	Porto / Oporto Pedras
LPPT	LIS		Portela Airport (Lisbon Airport), Lisbon / Lisboa	Portela, Lisbon / Prior Velho, Loures ( Lisbon) Int.
LPPV			Praia Verde Airport	Praia Verde, Altura Castro Marim / Tavira / Sotavento area.
LPSC			Santa Cruz Airport, Santa Cruz, Torres Vedras
LPSI	SIE		Sines Airport	Sines /Alentejo Litoral
LPSR			Santarém Airport	Santarém
LPST			Sintra Air Base	Granja do Marquês / Pero Pinheiro, Sintra
LPTN			Tancos Air Base	Tancos, Vila Nova da Barquinha, Médio Tejo
LPVL			Maia Airport {Maia Airfield} (Vilar da Luz Airport)	Maia
LPVM			Vilamoura Airport	Vilamoura / Quarteira, Loulé TERMINATED
LPVR	VRL		Vila Real Airport	Vila Real / Alto Douro
LPVZ	VSE		Viseu Airport (Gonçalves Lobato Airport)	Lordosa, Viseu (Viséu)
LPAZ	SMA		Santa Maria Airport	Santa Maria Island / Vila do Porto
LPCR	CVU		Corvo Airport	Corvo Island / Vila do Corvo
LPFL	FLW		Flores Airport	Flores Island / Santa Cruz das Flores
LPGR	GRW		Graciosa Airport	Graciosa Island / Santa Cruz da Graciosa
LPHR	HOR		Horta Airport	Horta, Faial Island
LPLA	TER		Lajes Air Base Int.	Terceira Island /Praia da Vitoria /Angra do Heroísmo area
LPPD	PDL		Ponta Delgada João Paulo II Airport,formerlyNordela Int.	Ponta Delgada, São Miguel Island
LPPI	PIX		Pico Airport	Pico Island (Madalena, São Roque do Pico, Lajes do Pico)
LPSJ	SJZ		São Jorge Airport	São Jorge Island /Velas
LPMA	FNC		Madeira Airport Int. (Funchal Airport)	Funchal, Madeira Island (Santa Cruz) /Funchal area {Madeira Island}
LPPS	PXO		Porto Santo Airport	Porto Santo Island / Vila Baleira {Porto Santo Island}
LQBI			Bihać Airport	Bihać
LQBK	BNX		Banja Luka International Airport	Banja Luka
LQBU			Sarajevo Butmir Airport	Sarajevo
LQBZ			Banja Luka Zalužani Airport	Banja Luka
LQCO			Ćoralići Airport	Ćoralići
LQGL			Glamoč Airport	Glamoč
LQJL			Tuzla Jegen Lug Airport	Tuzla
LQKU			Kupres Bajramovići Airport	Kupres
LQLV			Livno Airport	Livno
LQMJ			Mostar Jasenica Airport	Mostar
LQMO	OMO		Mostar International Airport	Mostar
LQPD			Prijedor Airport	Prijedor
LQSA	SJJ		Sarajevo International Airport	Sarajevo
LQSV			Sarajevo Military Airport	Sarajevo
LQTG			Tomislavgrad Airport	Tomislavgrad
LQTR			Novi Travnik Airport	Novi Travnik
LQTZ	TZL		Tuzla International Airport	Tuzla
LQVI			Visoko Airport	Visoko
LRAR	ARW		Arad International Airport	Arad
LRBC	BCM		Bacău International Airport	Bacău
LRBG			IAR Gimbav Heliport	Brașov
LRBM	BAY		Baia Mare Airport	Baia Mare
LRBS	BBU		Bucharest (Aurel Vlaicu) Vlaicu International Airport	Bucharest
LRCK	CND		Constanţa (Mihail Kogălniceanu) International Airport	Constanţa
LRCL	CLJ		Cluj-Napoca International Airport	Cluj-Napoca
LRCS	CSB		Caransebeş Airport	Reşiţa
LRCV	CRA		Craiova Airport	Craiova
LRIA	IAS		Iaşi International Airport	Iaşi
LROD	OMR		Oradea International Airport	Oradea
LROP	OTP		Bucharest (Henri Coandǎ) International Airport	Bucharest
LRSB	SBZ		Sibiu International Airport	Sibiu
LRSM	SUJ		Satu Mare International Airport	Satu Mare
LRSV	SCV		Suceava Airport	Suceava
LRTC	TCE		Tulcea Airport	Tulcea
LRTM	TGM		Târgu Mureş International Airport	Târgu-Mureş
LRTR	TSR		Timişoara (Traian Vuia) International Airport	Timişoara
LSER			Raron Heliport	Raron
LSEZ			Zermatt Heliport	Zermatt
LSGB			Bex Airport	Bex
LSGC	ZHV		Les Eplatures Airport	La Chaux-de-Fonds
LSGE			Fribourg-Ecuvillens Airfield	Ecuvillens
LSGG	GVA		Geneva Cointrin International Airport	Geneva
LSGK	VVL		Saanen Airport	Saanen
LSGL	QLS		Lausanne Airport	Lausanne / Blécherette
LSGN	QNC		Neuchâtel Airport	Neuchâtel
LSGP			La Côte Airport	La Côte
LSGR			Reichenbach Airport	Reichenbach
LSGS	SIR		Sion Airport	Sion (ICAO code applies to civilian airport)
LSGT			Gruyères Airport	Gruyères
LSGY			Yverdon-les-Bains Airport	Yverdon-les-Bains
LSHC			Collombey-Muraz Heliport	Collombey-Muraz
LSHG			Gampel Heliport	Gampel
LSMA			Alpnach Air Base	Alpnach (military)
LSMD			Dübendorf Air Base	Dübendorf (military)
LSME			Emmen Air Base	Emmen (military)
LSMF			Mollis Airport	Mollis
LSMM			Meiringen Air Base	Meiringen (military)
LSMP			Payerne Air Base	Payerne (military)
LSMS			Sion Air Base	Sion (military)
LSPA			Amlikon Airport	Amlikon
LSPD			Dittingen Airport	Dittingen
LSPF			Schaffhausen Airport	Schaffhausen
LSPG			Kägiswil Airport	Kägiswil
LSPH			Winterthur Airport	Winterthur
LSPK			Hasenstrick Airport	Hasenstrick
LSPL			Langenthal Airport	Langenthal
LSPM			Ambri Airport	Ambri
LSPN			Triengen Airport	Triengen
LSPO			Olten Airport	Olten
LSPV			Wangen-Lachen Airport	Wangen-Lachen
LSTB			Bellechasse Airport	Bellechasse, Canton of Fribourg
LSTO			Môtiers Airport	Môtiers
LSTR			Montricher Airport	Montricher
LSTS			St. Stephan Airport	St. Stephan
LSXB			Balzers Heliport	Balzers
LSXG			Gsteigwiler Heliport	Gsteigwiler
LSXI			Interlaken Heliport	Interlaken
LSXK			Benken Heliport	Benken[disambiguation needed]
LSXL			Lauterbrunnen Heliport	Lauterbrunnen
LSXO			Trogen Heliport	Trogen
LSXS			Schindellegi Heliport	Schindellegi
LSXT			Trogen Heliport	Trogen
LSXU			Untervaz Heliport	Untervaz
LSXW			Würenlingen Heliport	Würenlingen
LSXY			Leysin Heliport	Leysin
LSZA	LUG		Lugano Airport	Lugano / Agno
LSZB	BRN		Berne Airport	Berne / Belp
LSZC	BXO		Buochs Airport	Buochs
LSZD			Ascona Airport	Ascona
LSZE			Bad Ragaz Airport	Bad Ragaz
LSZF			Birrfeld Airport	Birrfeld
LSZG	ZHI		Grenchen Airport	Grenchen
LSZH	ZRH		Zürich Airport (Kloten Airport)	Zürich / Kloten
LSZI			Fricktal-Schupfart Airport	Fricktal-Schupfart
LSZJ			Courtelary Airport	Courtelary
LSZK			Speck-Fehraltorf Airport	Speck-Fehraltorf
LSZL	ZJI		Locarno Airport	Locarno
LSZN			Hausen am Albis Airport	Hausen am Albis
LSZO			Luzern-Beromünster Airport	Luzern-Beromünster
LSZP			Biel-Kappelen Airport	Biel-Kappelen
LSZR	ACH		St. Gallen-Altenrhein Airport	St. Gallen / Altenrhein
LSZS	SMV		Samedan Airport (Engadin Airport)	Samedan
LSZT			Lommis Airport	Lommis
LSZU			Buttwil Airport	Buttwil
LSZV			Sitterdorf Airport	Sitterdorf
LSZW			Thun Airport	Thun
LSZX			Schänis Airport	Schänis
LSZY			Porrentruy Airport	Porrentruy
	BSL		EuroAirport Basel-Mulhouse-Freiburg (alias for LFSB/MLH)	Basel (Switzerland), Mulhouse (France) and Freiburg (Germany)
LTAB			Güvercinlik Army Air Base
LTAC	ESB		Esenboğa International Airport	Ankara
LTAD	ANK		Etimesgut Air Base	Ankara
LTAE			Akıncı Air Base	Ankara
LTAF	ADA		Adana Şakirpaşa Airport	Adana
LTAG			Incirlik Air Base	Adana
LTAH	AFY		Afyon Airport	Afyonkarahisar
LTAI	AYT		Antalya Airport	Antalya
LTAJ	GZT		Oğuzeli Airport	Gaziantep
LTAK			İskenderun Airport	İskenderun, Hatay
LTAL	KFS		Kastamonu Airport	Kastamonu
LTAM			Kayseri Airport	Kayseri
LTAN	KYA		Konya Airport	Konya
LTAO			Malatya Tulga Airport	Malatya
LTAP	MZH		Amasya Merzifon Airport	Merzifon, Amasya
LTAQ	SSX		Samsun Samair Airport	Samsun
LTAR	VAS		Sivas Airport	Sivas
LTAS	ONQ		Zonguldak Airport	Zonguldak
LTAT	MLX		Malatya Erhaç Airport	Malatya
LTAU	ASR		Erkilet International Airport	Kayseri
LTAV			Sivrihisar Air Base	Sivrihisar, Eskişehir
LTAW	TJK		Tokat Airport	Tokat
LTAX			Erdemir Airport	Karadeniz Ereğli, Zonguldak
LTAY	DNZ		Denizli Çardak Airport	Denizli
LTAZ	NAV		Nevşehir Kapadokya Airport	Nevşehir
LTBA	IST		Atatürk International Airport	Istanbul
LTBC			Alaşehir Airport	Alaşehir, Manisa
LTBD			Aydın Airport	Aydın
LTBE	BTZ		Bursa Airport	Bursa
LTBF	BZI		Balıkesir Airport	Balıkesir
LTBG	BDM		Bandırma Airport	Bandırma, Balıkesir
LTBH	CKZ		Çanakkale Airport	Çanakkale
LTBI	ESK		Eskişehir Airport	Eskişehir
LTBJ	ADB		Adnan Menderes Airport	İzmir
LTBK			Gaziemir Air Base	İzmir
LTBL	IGL		Çiğli Airport	İzmir
LTBM			Isparta Airport	Isparta
LTBN			Kütahya Airport	Kütahya
LTBO	USQ		Uşak Airport	Uşak
LTBP	TYA		Yalova Airport	Yalova
LTBQ	KCO		Cengiz Topel Naval Air Station	Kocaeli
LTBR	YEI		Yenişehir Airport	Bursa
LTBS	DLM		Dalaman Airport	Dalaman, Muğla
LTBT			Akhisar Airport	Akhisar, Manisa
LTBU	TEQ		Tekirdağ Çorlu Airport	Çorlu, Tekirdağ
LTBV	BXN		Bodrum-Imsik Airport	Bodrum
LTBW			Istanbul Hezarfen Airfield	Istanbul
LTBX			Istanbul Samandıra Army Air Base	Istanbul
LTBY	AOE		Anadolu Airport	Eskişehir
LTBZ			Manisa Airport	Manisa
LTCA	EZS		Elazığ Airport	Elazığ
LTCB			Ağrı Airfield	Ağrı
LTCC	DIY		Diyarbakır Airport	Diyarbakır
LTCD	ERC		Erzincan Airport	Erzincan
LTCE	ERZ		Erzurum Airport	Erzurum
LTCF	KSY		Kars Airport	Kars
LTCG	TZX		Trabzon Airport	Trabzon
LTCH	SFQ		Şanlıurfa Airport	Şanlıurfa
LTCI	VAN		Van Ferit Melen Airport	Van
LTCJ	BAL		Batman Airport	Batman
LTCK	MSR		Muş Airport	Muş
LTCL	SXZ		Siirt Airport	Siirt
LTCM	NOP		Sinop Airport	Sinop	(IATA formerly SIC)
LTCN	KCM		Kahramanmaraş Airport	Kahramanmaraş
LTCO	AJI		Ağrı Airport	Ağrı
LTCP	ADF		Adıyaman Airport	Adıyaman
LTCR	MQM		Mardin Airport	Mardin
LTCS	GNY		Şanlıurfa GAP Airport	Şanlıurfa
LTDA	HTY		Hatay Airport	Antakya, Hatay
LTFA			Kaklıç Airport	İzmir
LTFB			Selçuk-Efes Airport	Selçuk, İzmir
LTFC	ISE		Isparta Süleyman Demirel Airport	Isparta
LTFD	EDO		Edremit Körfez Airport	Edremit, Balıkesir
LTFE	BJV		Milas-Bodrum Airport	Milas, Muğla
LTFG			Antalya Gazipaşa Airport	Gazipaşa, Antalya
LTFH	SZF		Samsun-Çarşamba Airport	Samsun
LTFJ	SAW		Sabiha Gökçen International Airport	Istanbul
LTFK	GKD		Gökçeada Airport	Gökçeada, Çanakkale
LUBL	BZY		Bălţi Airport	Bălţi
LUBM			Mărculeşti Airport	Mărculeşti
LUCH			Cahul Airport	Cahul
LUCL			Chadyr Lunga Airport	Chadyr Lunga
LUCM			Camenca Airport	Camenca
LUKK	KIV		Chişinău International Airport	Chişinău
LUSR			Soroca Airport	Soroca
LUTG			Tighina Airport	Tighina
LUTR			Tiraspol Airport	Tiraspol
LVGZ	GZA		Yasser Arafat International Airport (formerly Gaza International Airport)	Rafah
LWOH	OHD		Ohrid Airport	Ohrid
LWSK	SKP		Skopje Airport	Skopje
LXGB	GIB		Gibraltar Airport	Gibraltar
LYBE	BEG		Belgrade Nikola Tesla International Airport	Belgrade
LYBT	BJY		Batajnica Airport	Batajnica / Belgrade
LYBJ	LJB		Lisičji Jarak Airport	Padinska Skela / Belgrade
LYKV	KVD		Kraljevo-Lađevci Airport	Kraljevo
LYNI	INI		Niš Constantine the Great International Airport	Niš
LYNS	QND		Novi Sad-Čenej Airport	Novi Sad
LYTR			Trstenik Airport	Trstenik
LYUZ	UZC		Užice-Ponikve Airport	Užice
LYVR			Vršac Airport	Vršac
LYZR	ZRE		Zrenjanin Airport	Zrenjanin
LYBR	IVG		Berane Airport	Berane, Montenegro
LYPJ			Golubovci Airbase	Golubovci, Montenegro
LYNK			Kapino Polje Airport	Nikšić, Montenegro
LYPG	TGD		Podgorica Airport	Podgorica, Montenegro
LYPO			Ćemovsko Polje Airport	Podgorica, Montenegro
LYTV	TIV		Tivat Airport	Tivat, Montenegro
LZIB	BTS		Milan Rastislav Štefánik Airport (Bratislava Airport)	Bratislava
LZKZ	KSC		Košice International Airport	Košice
LZMA			Martin Airport	Martin
LZMC			Malacky Air Base	Malacky
LZZI	ILZ		Žilina Airport	Žilina
LZNI			Nitra Airport	Nitra
LZNZ			Nové Zámky Airport	Nové Zámky
LZPP	PZY		Piešťany Airport	Piešťany
LZSE			Senica Airport	Senica
LZSL	SLD		Sliač Airport	Sliač
LZSY			Šurany Airport	Šurany
LZTN			Trenčín Airport	Trenčín
LZTR			Boleráz Airport	Trnava
LZTT	TAT		Poprad-Tatry Airport	Poprad
MBAC			Harold Charles International Airport	Ambergris Cay
MBGT	GDT		JAGS McCartney International Airport (Grand Turk Int'l)	Grand Turk Island
MBMC	MDS		Middle Caicos Airport	Middle Caicos
MBNC	NCA		North Caicos Airport	North Caicos
MBPI	PIC		Pine Cay Airport	Pine Cay
MBPV	PLS		Providenciales International Airport	Providenciales
MBSC	XSC		South Caicos Airport	South Caicos
MBSY	SLX		Salt Cay Airport	Salt Cay
MDAB	EPS		Arroyo Barril International Airport	Samaná
MDBH	BRX		María Montez International Airport	Barahona
MDCR	CBJ		Cabo Rojo Airport	Pedernales
MDCZ	COZ		Constanza Airport	Constanza
MDCY	AZS		Samaná El Catey International Airport	Samaná
MDHE	HEX		Herrera International Airport	Santo Domingo (closed February 2006)
MDJB	JBQ		La Isabela International Airport (Dr. Joaquín Balaguer)	Santo Domingo
MDLR	LRM		La Romana International Airport	La Romana
MDPC	PUJ		Punta Cana International Airport	Punta Cana / Higüey
MDPO			El Portillo Airport	Samaná
MDPP	POP		Gregorio Luperón International Airport	Puerto Plata
MDSB	SNX		Sabana de la Mar Airport	Sabana de la Mar
MDSD	SDQ		Las Américas-JFPG International Airport (Dr. José Fco. Peña Gómez)	Punta Caucedo (near Santo Domingo)
MDSI			San Isidro Air Base	San Isidro
MDSJ	SJM		San Juan de la Maguana Airport	San Juan de la Maguana
MDST	STI		Cibao International Airport (Santiago Municipal)	Santiago
MGBN			Bananera Airport	Bananera, Izabal
MGCB	CBV		Cobán Airport	Cobán, Alta Verapaz
MGCR	CMM		Carmelita Airport	Carmelita, El Petén
MGCT	CTF		Coatepeque Airport	Coatepeque, Quetzaltenango
MGES			Esquipulas Airport	Esquipulas, Chiquimula
MGGT	GUA		La Aurora International Airport	Guatemala City, Guatemala
MGHT	HUG		Huehuetenango Airport	Huehuetenango, Huehuetenango
MGLL			La Libertad Airport	La Libertad, El Petén
MGML			Malacatan Airport	Malacatan, San Marcos
MGMM	MCR		Melchor de Mencos Airport	Melchor de Mencos, El Petén
MGPB	PBR		Puerto Barrios Airport	Puerto Barrios, Izabal
MGPP	PON		Poptun Airport	Poptún, El Petén
MGQC	AQB		Quiché Airport	Quiché, El Quiché
MGQZ	AAZ		Quetzaltenango Airport	Quetzaltenango, Quetzaltenango
MGRB	RUV		Rubelsanto Airport	Rubelsanto, Alta Verapaz
MGRT	RER		Retalhuleu Airport / Base Aérea del Sur	Retalhuleu, Retalhuleu
MGSJ			San José Airport	Puerto San José, Escuintla
MGSM			San Marcos Airport	San Marcos, San Marcos
MGTK	FRS		Mundo Maya International Airport (Santa Elena)	Flores, El Petén
MGZA			Zacapa Airport	Zacapa, Zacapa
MHAM			Amapala Airport (Los Pelonas)	Amapala
MHCA	CAA		Catacamas Airport	Catacamas
MHCC			Cenamer ACC/FIC	Cenamer
MHCG			Comayagua Airport	Comayagua
MHCH			Choluteca Airport	Choluteca
MHCT			Puerto Castilla Airport	Puerto Castilla
MHDU			Mocorón Airport (Durzona)	Mocorón
MHIC			Isla del Cisne Airport	Isla del Cisne
MHJU	JUT		Juticalpa Airport	Juticalpa
MHLC	LCE		Golosón International Airport	La Ceiba
MHLE	LEZ		La Esperanza Airport	La Esperanza
MHLM	SAP		Ramón Villeda Morales International Airport	La Mesa (near San Pedro Sula) (MHSP)
MHMA	MRJ		Marcala Airport	Marcala
MHNJ	GJA		Guanaja Airport	Guanaja
MHNV			Nuevo Ocotepeque Airport	Nuevo Ocotepeque
MHOA	OAN		Olanchito Airport	Olanchito
MHPE			El Progreso Airport	El Progreso
MHPL	PEU		Puerto Lempira Airport	Puerto Lempira
MHPU			Puerto Cortes Airport	Puerto Cortes
MHRO	RTB		Juan Manuel Gálvez International Airport (Roatán Intl)	Roatán
MHRU	RUY		Ruinas de Copan Airport	Ruinas de Copan
MHSB			Santa Bárbara Airport	Santa Bárbara (MHSZ)
MHSC	XPL		Palmerola Air Base (Coronel Enrique Soto Cano Air Base)	Comayagua (MHPA/ENQ)
MHSR	SDH		Santa Rosa de Copán Airport	Santa Rosa de Copán
MHTG	TGU		Toncontín International Airport	Tegucigalpa
MHTJ	TJI		Trujillo Airport	Trujillo
MHTE	TEA		Tela Airport	Tela (MHTE)
MHUT	UII		Útila Airport	Útila
MHYR	ORO		Yoro Airport	Yoro
MKBS	OCJ		Ian Fleming International Airport	Ocho Rios
MKJP	KIN		Norman Manley International Airport	Kingston
MKJS	MBJ		Sangster International Airport	Montego Bay
MKKJ	POT		Ken Jones Airport	Port Antonio
MKNG	NEG		Negril Airport	Negril
MKTP	KTP		Tinson Pen Airport	Kingston
MMAA	ACA		General Juan N. Álvarez International Airport	Acapulco, Guerrero
MMAN	ADN		Del Norte International Airport	Monterrey, Nuevo León
MMAS	AGU		Lic. Jesús Terán Peredo International Airport	Aguascalientes, Aguascalientes
MMBT	HUX		Bahías de Huatulco International Airport	Huatulco, Oaxaca
MMCB	CVJ		General Mariano Matamoros Airport	Cuernavaca, Morelos
MMCC	ACN		Ciudad Acuña International Airport	Ciudad Acuña, Coahuila
MMCE	CME		Ciudad del Carmen International Airport	Ciudad del Carmen, Campeche
MMCL	CUL		Federal de Bachigualato International Airport	Culiacán, Sinaloa
MMCM	CTM		Chetumal International Airport	Chetumal, Quintana Roo
MMCN	CEN		Ciudad Obregón International Airport	Ciudad Obregón, Sonora
MMCP	CPE		Ing. Alberto Acuña Ongay International Airport	Campeche, Campeche
MMCS	CJS		Abraham González International Airport	Ciudad Juárez, Chihuahua
MMCT	CZA		Kaua International Airport	Chichen Itza, Yucatán
MMCU	CUU		General Roberto Fierro Villalobos International Airport	Chihuahua, Chihuahua
MMCV	CVM		General Pedro J. Méndez National Airport	Ciudad Victoria, Tamaulipas
MMCY	CYW		Captain Rogelio Castillo National Airport	Celaya, Guanajuato
MMCZ	CZM		Cozumel International Airport	Cozumel, Quintana Roo
MMDO	DGO		General Guadalupe Victoria International Airport	Durango, Durango
MMEP	TPQ		Amado Nervo National Airport	Tepic, Nayarit
MMES	ESE		Ensenada Airport	Ensenada, Baja California
MMGL	GDL		Don Miguel Hidalgo y Costilla International Airport	Guadalajara, Jalisco
MMGM	GYM		General José María Yáñez International Airport	Guaymas, Sonora
MMGR	GUB		Guerrero Negro Airport	Guerrero Negro, Baja California Sur
MMHO	HMO		General Ignacio Pesqueira Garcia International Airport	Hermosillo, Sonora
MMIA	CLQ		Lic. Miguel de la Madrid Airport	Colima, Colima
MMIO	SLW		Plan de Guadalupe International Airport	Saltillo, Coahuila
MMJA	JAL		El Lencero Airport	Jalapa (Xalapa), Veracruz
MMLC	LZC		Lázaro Cárdenas Airport	Lázaro Cárdenas, Michoacán
MMLM	LMM		Federal del Valle del Fuerte International Airport	Los Mochis, Sinaloa
MMLO	BJX		Aeropuerto Internacional de Guanajuato (known as Del Bajío)	Silao, Guanajuato
MMLP	LAP		Manuel Márquez de León International Airport	La Paz, Baja California Sur
MMLT	LTO		Loreto International Airport	Loreto, Baja California Sur
MMMA	MAM		General Servando Canales International Airport	Matamoros, Tamaulipas
MMMD	MID		Manuel Crescencio Rejón International Airport	Mérida, Yucatán
MMML	MXL		General Rodolfo Sánchez Taboada International Airport	Mexicali, Baja California
MMMM	MLM		General Francisco J. Mujica International Airport	Morelia, Michoacán
MMMT	MTT		Minatitlán/Coatzacoalcos National Airport	Minatitlán, Veracruz
MMMV	LOV		Venustiano Carranza International Airport	Monclova, Coahuila
MMMX	MEX		Lic. Benito Juárez International Airport	Mexico City, Distrito Federal
MMMY	MTY		General Mariano Escobedo International Airport	Monterrey, Nuevo León
MMMZ	MZT		General Rafael Buelna International Airport	Mazatlán, Sinaloa
MMNL	NLD		Quetzalcóatl International Airport	Nuevo Laredo, Tamaulipas
MMOX	OAX		Xoxocotlán International Airport	Oaxaca, Oaxaca
MMPA	PAZ		El Tajín National Airport	Poza Rica, Veracruz
MMPB	PBC		Hermanos Serdán International Airport	Puebla, Puebla
MMPE	PPE		Mar de Cortez International Airport	Puerto Peñasco Sonora
MMPG	PDS		Piedras Negras International Airport	Piedras Negras, Coahuila
MMPN	UPN		Lic. y Gen. Ignacio López Rayón Airport	Uruapan, Michoacán
MMPR	PVR		Lic. Gustavo Díaz Ordaz International Airport	Puerto Vallarta, Jalisco
MMPS	PXM		Puerto Escondido International Airport	Puerto Escondido, Oaxaca
MMQT	QRO		Ing. Fernando Espinoza Gutiérrez International Airport	Querétaro, Querétaro
MMRX	REX		General Lucio Blanco International Airport	Reynosa, Tamaulipas
MMSC	SZT		San Cristóbal de las Casas National Airport (Aeropuerto Nacional de San Cristóbal de las Casas)	Chiapas
MMSD	SJD		Los Cabos International Airport	Los Cabos, Baja California Sur
MMSF	SFH		San Felipe International Airport	San Felipe, Baja California
MMSL	CSL		Cabo San Lucas International Airport	Cabo San Lucas, Baja California Sur
MMSP	SLP		Ponciano Arriaga International Airport	San Luis Potosí, San Luis Potosí
MMTC	TRC		Francisco Sarabia International Airport a.k.a. Torreón International Airport	Torreón, Coahuila
MMTG	TGZ		Francisco Sarabia National Airport a.k.a. Angel Albino Corzo Airport	Tuxtla Gutiérrez, Chiapas
MMTJ	TIJ		General Abelardo L. Rodríguez International Airport	Tijuana, Baja California
MMTM	TAM		General Francisco Javier Mina International Airport	Tampico, Tamaulipas
MMTN	TSL		Tamuín National Airport	Tamuín, San Luis Potosí
MMTO	TLC		Lic. Adolfo López Mateos International Airport	Toluca, Estado de México
MMTP	TAP		Tapachula International Airport	Tapachula, Chiapas
MMUN	CUN		Cancún International Airport	Cancún, Quintana Roo
MMVA	VSA		Carlos Rovirosa Pérez International Airport	Villahermosa, Tabasco
MMVR	VER		General Heriberto Jara International Airport	Veracruz, Veracruz
MMZC	ZCL		General Leobardo C. Ruiz International Airport a.k.a. La Calera Airport	Zacatecas, Zacatecas
MMZH	ZIH		Ixtapa-Zihuatanejo International Airport	Ixtapa–Zihuatanejo, Guerrero
MMZO	ZLO		Playa de Oro International Airport	Manzanillo, Colima
MNAL			Alamikamba Airport	Alamikamba, RAAN (Zelaya)
MNAM			Altmira Airport	Altmira, Boaco
MNBC			Boaco Airport	Boaco, Boaco
MNBL	BEF		Bluefields Airport	Bluefields, RAAS (Zelaya)
MNBR			Los Brasiles Airport	Los Brasiles, Managua
MNBZ	BZA		Bonanza Airport (San Pedro)	Bonanza, RAAN (Zelaya)
MNCH			Chinandega Airport	Chinandega, Chinandega
MNCI	RNI		Corn Island Airport	Corn Island, RAAS (Zelaya)
MNCT			Corinto Airport	Corinto, Chinandega
MNDM			Dos Montes Airport	Dos Montes, León
MNEP			La Esperanza Airport	La Esperanza, RAAS (Zelaya)
MNES			Estelí Airport	Estelí, Estelí
MNFC			Punta Huete Airport (Panchito)	Punta Huete, Managua
MNFF			El Bluff Airport	El Bluff, RAAS (Zelaya)
MNFM			Fertimar Airport	Fertimar, Chontales
MNHG			Hato Grande Airport	Hato Grande, Chontales
MNJG			Jinotega Airport	Jinotega, Jinotega
MNJU			Juigalpa Airport	Juigalpa, Chontales
