Code	Status	Partner_Agency	639_3	639_2	B_Code	bt_equiv	639_1	Reference_Name	Element_Scope	Language_Type	Documentation
shc	A	SIL	shc					Sonde	I	L	SIL
shd	A	SIL	shd					Kundal Shahi	I	L	
she	A	SIL	she					Sheko	I	L	SIL
shg	A	SIL	shg					Shua	I	L	SIL
shh	A	SIL	shh					Shoshoni	I	L	SIL
shi	A	SIL	shi					Tachelhit	I	L	SIL
shj	A	SIL	shj					Shatt	I	L	SIL
shk	A	SIL	shk					Shilluk	I	L	SIL
shl	A	SIL	shl					Shendu	I	L	SIL
shm	A	SIL	shm					Shahrudi	I	L	SIL
shn	A	JAC	shn	shn				Shan	I	L	SIL
sho	A	SIL	sho					Shanga	I	L	SIL
shp	A	SIL	shp					Shipibo-Conibo	I	L	SIL
shq	A	SIL	shq					Sala	I	L	SIL
shr	A	SIL	shr					Shi	I	L	SIL
shs	A	SIL	shs					Shuswap	I	L	SIL
sht	A	SIL	sht					Shasta	I	E	SIL
shu	A	SIL	shu					Chadian Arabic	I	L	SIL
shv	A	SIL	shv					Shehri	I	L	SIL
shw	A	SIL	shw					Shwai	I	L	SIL
shx	A	SIL	shx					She	I	L	SIL
shy	A	SIL	shy					Tachawit	I	L	SIL
shz	A	SIL	shz					Syenara Senoufo	I	L	SIL
sia	A	SIL	sia					Akkala Sami	I	E	SIL
sib	A	SIL	sib					Sebop	I	L	SIL
sic	R	SIL	sic					Malinguat	I	L	
sid	A	JAC	sid	sid				Sidamo	I	L	SIL
sie	A	SIL	sie					Simaa	I	L	SIL
sif	A	SIL	sif					Siamou	I	L	SIL
sig	A	SIL	sig					Paasaal	I	L	SIL
sih	A	SIL	sih					Zire	I	L	SIL
sii	A	SIL	sii					Shom Peng	I	L	SIL
sij	A	SIL	sij					Numbami	I	L	SIL
sik	A	SIL	sik					Sikiana	I	L	SIL
sil	A	SIL	sil					Tumulung Sisaala	I	L	SIL
sim	A	SIL	sim					Mende (Papua New Guinea)	I	L	SIL
sin	A	JAC	sin	sin			si	Sinhala	I	L	SIL
sio	A	JAC		sio				Siouan languages	C	Genetic	
sip	A	SIL	sip					Sikkimese	I	L	SIL
siq	A	SIL	siq					Sonia	I	L	SIL
sir	A	SIL	sir					Siri	I	L	SIL
sis	A	SIL	sis					Siuslaw	I	E	SIL
sit	A	JAC		sit				Sino-Tibetan languages	C	Genetic	
siu	A	SIL	siu					Sinagen	I	L	SIL
siv	A	SIL	siv					Sumariup	I	L	SIL
siw	A	SIL	siw					Siwai	I	L	SIL
six	A	SIL	six					Sumau	I	L	SIL
siy	A	SIL	siy					Sivandi	I	L	SIL
siz	A	SIL	siz					Siwi	I	L	SIL
sja	A	SIL	sja					Epena	I	L	SIL
sjb	A	SIL	sjb					Sajau Basap	I	L	SIL
sjd	A	SIL	sjd					Kildin Sami	I	L	SIL
sje	A	SIL	sje					Pite Sami	I	L	SIL
sjg	A	SIL	sjg					Assangori	I	L	SIL
sjk	A	LL	sjk					Kemi Sami	I	E	
sjl	A	SIL	sjl					Sajalong	I	L	SIL
sjm	A	SIL	sjm					Mapun	I	L	SIL
sjn	A	LL	sjn					Sindarin	I	C	
sjo	A	SIL	sjo					Xibe	I	L	SIL
sjp	A	SIL	sjp					Surjapuri	I	L	SIL
sjr	A	SIL	sjr					Siar-Lak	I	L	SIL
sjs	A	SIL	sjs					Senhaja De Srair	I	E	SIL
sjt	A	SIL	sjt					Ter Sami	I	L	SIL
sju	A	SIL	sju					Ume Sami	I	L	SIL
sjw	A	SIL	sjw					Shawnee	I	L	SIL
ska	A	SIL	ska					Skagit	I	L	SIL
skb	A	SIL	skb					Saek	I	L	SIL
skc	A	SIL	skc					Ma Manda	I	L	SIL
skd	A	SIL	skd					Southern Sierra Miwok	I	L	SIL
ske	A	SIL	ske					Seke (Vanuatu)	I	L	SIL
skf	A	SIL	skf					Sakirabiá	I	L	SIL
skg	A	SIL	skg					Sakalava Malagasy	I	L	SIL
skh	A	SIL	skh					Sikule	I	L	SIL
ski	A	SIL	ski					Sika	I	L	SIL
skj	A	SIL	skj					Seke (Nepal)	I	L	SIL
skk	A	SIL	skk					Sok	I	L	SIL
skl	R	SIL	skl					Selako	I	L	
skm	A	SIL	skm					Kutong	I	L	SIL
skn	A	SIL	skn					Kolibugan Subanon	I	L	SIL
sko	A	SIL	sko					Seko Tengah	I	L	SIL
skp	A	SIL	skp					Sekapan	I	L	SIL
skq	A	SIL	skq					Sininkere	I	L	SIL
skr	A	SIL	skr					Seraiki	I	L	SIL
sks	A	SIL	sks					Maia	I	L	SIL
skt	A	SIL	skt					Sakata	I	L	SIL
sku	A	SIL	sku					Sakao	I	L	SIL
skv	A	SIL	skv					Skou	I	L	SIL
skw	A	SIL	skw					Skepi Creole Dutch	I	E	SIL
skx	A	SIL	skx					Seko Padang	I	L	SIL
sky	A	SIL	sky					Sikaiana	I	L	SIL
skz	A	SIL	skz					Sekar	I	L	SIL
sla	A	JAC		sla				Slavic languages	C	Genetic	
slb	R	SIL	slb					Kahumamahon Saluan	I	L	
slc	A	SIL	slc					Sáliba	I	L	SIL
sld	A	SIL	sld					Sissala	I	L	SIL
sle	A	SIL	sle					Sholaga	I	L	SIL
slf	A	SIL	slf					Swiss-Italian Sign Language	I	L	SIL
slg	A	SIL	slg					Selungai Murut	I	L	SIL
slh	A	SIL	slh					Southern Puget Sound Salish	I	L	SIL
sli	A	SIL	sli					Lower Silesian	I	L	SIL
slj	A	SIL	slj					Salumá	I	L	SIL
slk	A	JAC	slk	slk	slo	slo	sk	Slovak	I	L	SIL
sll	A	SIL	sll					Salt-Yui	I	L	SIL
slm	A	SIL	slm					Pangutaran Sama	I	L	SIL
sln	A	SIL	sln					Salinan	I	E	SIL
slo	A	JACB		slo		slk	sk	Slovak	I	L	
slp	A	SIL	slp					Lamaholot	I	L	SIL
slq	A	SIL	slq					Salchuq	I	L	SIL
slr	A	SIL	slr					Salar	I	L	SIL
sls	A	SIL	sls					Singapore Sign Language	I	L	SIL
slt	A	SIL	slt					Sila	I	L	SIL
slu	A	SIL	slu					Selaru	I	L	SIL
slv	A	JAC	slv	slv			sl	Slovenian	I	L	SIL
slw	A	SIL	slw					Sialum	I	L	SIL
slx	A	SIL	slx					Salampasu	I	L	SIL
sly	A	SIL	sly					Selayar	I	L	SIL
slz	A	SIL	slz					Ma'ya	I	L	SIL
sma	A	JAC	sma	sma				Southern Sami	I	L	SIL
smb	A	SIL	smb					Simbari	I	L	SIL
smc	A	SIL	smc					Som	I	E	SIL
smd	A	SIL	smd					Sama	I	L	SIL
sme	A	JAC	sme	sme			se	Northern Sami	I	L	SIL
smf	A	SIL	smf					Auwe	I	L	SIL
smg	A	SIL	smg					Simbali	I	L	SIL
smh	A	SIL	smh					Samei	I	L	SIL
smi	A	JAC		smi				Sami languages	C	Genetic	
smj	A	JAC	smj	smj				Lule Sami	I	L	SIL
smk	A	SIL	smk					Bolinao	I	L	SIL
sml	A	SIL	sml					Central Sama	I	L	SIL
smm	A	SIL	smm					Musasa	I	L	SIL
smn	A	JAC	smn	smn				Inari Sami	I	L	SIL
smo	A	JAC	smo	smo			sm	Samoan	I	L	SIL
smp	A	SIL	smp					Samaritan	I	E	SIL
smq	A	SIL	smq					Samo	I	L	SIL
smr	A	SIL	smr					Simeulue	I	L	SIL
sms	A	JAC	sms	sms				Skolt Sami	I	L	SIL
smt	A	SIL	smt					Simte	I	L	SIL
smu	A	SIL	smu					Somray	I	E	SIL
smv	A	SIL	smv					Samvedi	I	L	SIL
smw	A	SIL	smw					Sumbawa	I	L	SIL
smx	A	SIL	smx					Samba	I	L	SIL
smy	A	SIL	smy					Semnani	I	L	SIL
smz	A	SIL	smz					Simeku	I	L	SIL
sna	A	JAC	sna	sna			sn	Shona	I	L	SIL
snb	A	SIL	snb					Sebuyau	I	L	SIL
snc	A	SIL	snc					Sinaugoro	I	L	SIL
snd	A	JAC	snd	snd			sd	Sindhi	I	L	SIL
sne	A	SIL	sne					Bau Bidayuh	I	L	SIL
snf	A	SIL	snf					Noon	I	L	SIL
sng	A	SIL	sng					Sanga (Democratic Republic of Congo)	I	L	SIL
snh	A	SIL	snh					Shinabo	I	E	SIL
sni	A	SIL	sni					Sensi	I	E	SIL
snj	A	SIL	snj					Riverain Sango	I	L	SIL
snk	A	JAC	snk	snk				Soninke	I	L	SIL
snl	A	SIL	snl					Sangil	I	L	SIL
snm	A	SIL	snm					Southern Ma'di	I	L	SIL
snn	A	SIL	snn					Siona	I	L	SIL
sno	A	SIL	sno					Snohomish	I	L	SIL
snp	A	SIL	snp					Siane	I	L	SIL
snq	A	SIL	snq					Sangu (Gabon)	I	L	SIL
snr	A	SIL	snr					Sihan	I	L	SIL
sns	A	SIL	sns					South West Bay	I	L	SIL
snu	A	SIL	snu					Senggi	I	L	SIL
snv	A	SIL	snv					Sa'ban	I	L	SIL
snw	A	SIL	snw					Selee	I	L	SIL
snx	A	SIL	snx					Sam	I	L	SIL
sny	A	SIL	sny					Saniyo-Hiyewe	I	L	SIL
snz	A	SIL	snz					Sinsauru	I	L	SIL
soa	A	SIL	soa					Thai Song	I	L	SIL
sob	A	SIL	sob					Sobei	I	L	SIL
soc	A	SIL	soc					So (Democratic Republic of Congo)	I	L	SIL
sod	A	SIL	sod					Songoora	I	L	SIL
soe	A	SIL	soe					Songomeno	I	L	SIL
sog	A	JAC	sog	sog				Sogdian	I	A	LL
soh	A	SIL	soh					Aka	I	L	SIL
soi	A	SIL	soi					Sonha	I	L	SIL
soj	A	SIL	soj					Soi	I	L	SIL
sok	A	SIL	sok					Sokoro	I	L	SIL
sol	A	SIL	sol					Solos	I	L	SIL
som	A	JAC	som	som			so	Somali	I	L	SIL
son	A	JAC		son				Songhai languages	C	Genetic	
soo	A	SIL	soo					Songo	I	L	SIL
sop	A	SIL	sop					Songe	I	L	SIL
soq	A	SIL	soq					Kanasi	I	L	SIL
sor	A	SIL	sor					Somrai	I	L	SIL
sos	A	SIL	sos					Seeku	I	L	SIL
sot	A	JAC	sot	sot			st	Southern Sotho	I	L	SIL
sou	A	SIL	sou					Southern Thai	I	L	SIL
sov	A	SIL	sov					Sonsorol	I	L	SIL
sow	A	SIL	sow					Sowanda	I	L	SIL
sox	A	SIL	sox					Swo	I	L	SIL
soy	A	SIL	soy					Miyobe	I	L	SIL
soz	A	SIL	soz					Temi	I	L	SIL
spa	A	JAC	spa	spa			es	Spanish	I	L	SIL
spb	A	SIL	spb					Sepa (Indonesia)	I	L	SIL
spc	A	SIL	spc					Sapé	I	L	SIL
spd	A	SIL	spd					Saep	I	L	SIL
spe	A	SIL	spe					Sepa (Papua New Guinea)	I	L	SIL
spg	A	SIL	spg					Sian	I	L	SIL
spi	A	SIL	spi					Saponi	I	L	SIL
spk	A	SIL	spk					Sengo	I	L	SIL
spl	A	SIL	spl					Selepet	I	L	SIL
spm	A	SIL	spm					Akukem	I	L	SIL
spo	A	SIL	spo					Spokane	I	L	SIL
spp	A	SIL	spp					Supyire Senoufo	I	L	SIL
spq	A	SIL	spq					Loreto-Ucayali Spanish	I	L	SIL
spr	A	SIL	spr					Saparua	I	L	SIL
sps	A	SIL	sps					Saposa	I	L	SIL
spt	A	SIL	spt					Spiti Bhoti	I	L	SIL
spu	A	SIL	spu					Sapuan	I	L	SIL
spv	A	SIL	spv					Sambalpuri	I	L	
spx	A	LL	spx					South Picene	I	A	
spy	A	SIL	spy					Sabaot	I	L	SIL
sqa	A	SIL	sqa					Shama-Sambuga	I	L	SIL
sqh	A	SIL	sqh					Shau	I	L	SIL
sqi	A	JAC	sqi	sqi	alb	alb	sq	Albanian	M	L	
sqj	A	JAC5		sqj				Albanian languages	C	Genetic	
sqk	A	SIL	sqk					Albanian Sign Language	I	L	
sqm	A	SIL	sqm					Suma	I	L	SIL
sqn	A	LL	sqn					Susquehannock	I	E	
sqo	A	SIL	sqo					Sorkhei	I	L	SIL
sqq	A	SIL	sqq					Sou	I	L	SIL
sqr	A	LL	sqr					Siculo Arabic	I	H	
sqs	A	SIL	sqs					Sri Lankan Sign Language	I	L	SIL
sqt	A	SIL	sqt					Soqotri	I	L	SIL
squ	A	SIL	squ					Squamish	I	L	SIL
sra	A	SIL	sra					Saruga	I	L	SIL
srb	A	SIL	srb					Sora	I	L	SIL
src	A	SIL	src					Logudorese Sardinian	I	L	SIL
srd	A	JAC	srd	srd			sc	Sardinian	M	L	
sre	A	SIL	sre					Sara	I	L	SIL
srf	A	SIL	srf					Nafi	I	L	SIL
srg	A	SIL	srg					Sulod	I	L	SIL
srh	A	SIL	srh					Sarikoli	I	L	SIL
sri	A	SIL	sri					Siriano	I	L	SIL
srj	R	SIL	srj					Serawai	I	L	
srk	A	SIL	srk					Serudung Murut	I	L	SIL
srl	A	SIL	srl					Isirawa	I	L	SIL
srm	A	SIL	srm					Saramaccan	I	L	SIL
srn	A	JAC	srn	srn				Sranan Tongo	I	L	SIL
sro	A	SIL	sro					Campidanese Sardinian	I	L	SIL
srp	A	JAC	srp	srp			sr	Serbian	I	L	SIL
srq	A	SIL	srq					Sirionó	I	L	SIL
srr	A	JAC	srr	srr				Serer	I	L	SIL
srs	A	SIL	srs					Sarsi	I	L	SIL
srt	A	SIL	srt					Sauri	I	L	SIL
sru	A	SIL	sru					Suruí	I	L	SIL
srv	A	SIL	srv					Southern Sorsoganon	I	L	SIL
srw	A	SIL	srw					Serua	I	L	SIL
srx	A	SIL	srx					Sirmauri	I	L	SIL
sry	A	SIL	sry					Sera	I	L	SIL
srz	A	SIL	srz					Shahmirzadi	I	L	SIL
ssa	A	JAC		ssa				Nilo-Saharan languages	C	Genetic	
ssb	A	SIL	ssb					Southern Sama	I	L	SIL
ssc	A	SIL	ssc					Suba-Simbiti	I	L	SIL
ssd	A	SIL	ssd					Siroi	I	L	SIL
sse	A	SIL	sse					Balangingi	I	L	SIL
ssf	A	SIL	ssf					Thao	I	L	SIL
ssg	A	SIL	ssg					Seimat	I	L	SIL
ssh	A	SIL	ssh					Shihhi Arabic	I	L	SIL
ssi	A	SIL	ssi					Sansi	I	L	SIL
ssj	A	SIL	ssj					Sausi	I	L	SIL
ssk	A	SIL	ssk					Sunam	I	L	SIL
ssl	A	SIL	ssl					Western Sisaala	I	L	SIL
ssm	A	SIL	ssm					Semnam	I	L	SIL
ssn	A	SIL	ssn					Waata	I	L	SIL
sso	A	SIL	sso					Sissano	I	L	SIL
ssp	A	SIL	ssp					Spanish Sign Language	I	L	SIL
ssq	A	SIL	ssq					So'a	I	L	SIL
ssr	A	SIL	ssr					Swiss-French Sign Language	I	L	SIL
sss	A	SIL	sss					Sô	I	L	SIL
sst	A	SIL	sst					Sinasina	I	L	SIL
ssu	A	SIL	ssu					Susuami	I	L	SIL
ssv	A	SIL	ssv					Shark Bay	I	L	SIL
ssw	A	JAC	ssw	ssw			ss	Swati	I	L	SIL
ssx	A	SIL	ssx					Samberigi	I	L	SIL
ssy	A	SIL	ssy					Saho	I	L	SIL
ssz	A	SIL	ssz					Sengseng	I	L	SIL
sta	A	SIL	sta					Settla	I	L	SIL
stb	A	SIL	stb					Northern Subanen	I	L	SIL
stc	R	SIL	stc					Santa Cruz	I	L	
std	A	SIL	std					Sentinel	I	L	SIL
ste	A	SIL	ste					Liana-Seti	I	L	SIL
stf	A	SIL	stf					Seta	I	L	SIL
stg	A	SIL	stg					Trieng	I	L	SIL
sth	A	SIL	sth					Shelta	I	L	SIL
sti	A	SIL	sti					Bulo Stieng	I	L	SIL
stj	A	SIL	stj					Matya Samo	I	L	SIL
stk	A	SIL	stk					Arammba	I	L	SIL
stl	A	SIL	stl					Stellingwerfs	I	L	SIL
stm	A	SIL	stm					Setaman	I	L	SIL
stn	A	SIL	stn					Owa	I	L	SIL
sto	A	SIL	sto					Stoney	I	L	SIL
stp	A	SIL	stp					Southeastern Tepehuan	I	L	SIL
stq	A	SIL	stq					Saterfriesisch	I	L	SIL
str	A	SIL	str					Straits Salish	I	L	SIL
sts	A	SIL	sts					Shumashti	I	L	SIL
stt	A	SIL	stt					Budeh Stieng	I	L	SIL
stu	A	SIL	stu					Samtao	I	L	SIL
stv	A	SIL	stv					Silt'e	I	L	SIL
stw	A	SIL	stw					Satawalese	I	L	SIL
sua	A	SIL	sua					Sulka	I	L	SIL
sub	A	SIL	sub					Suku	I	L	SIL
suc	A	SIL	suc					Western Subanon	I	L	SIL
sue	A	SIL	sue					Suena	I	L	SIL
suf	R	SIL	suf					Tarpia	I	L	
sug	A	SIL	sug					Suganga	I	L	SIL
suh	R	SIL	suh					Suba	I	L	
sui	A	SIL	sui					Suki	I	L	SIL
suj	A	SIL	suj					Shubi	I	L	SIL
suk	A	JAC	suk	suk				Sukuma	I	L	SIL
sul	R	SIL	sul					Surigaonon	I	L	
sum	R	SIL	sum					Sumo-Mayangna	I	L	
sun	A	JAC	sun	sun			su	Sundanese	I	L	SIL
suq	A	SIL	suq					Suri	I	L	SIL
sur	A	SIL	sur					Mwaghavul	I	L	SIL
sus	A	JAC	sus	sus				Susu	I	L	SIL
sut	A	SIL	sut					Subtiaba	I	E	SIL
suu	R	SIL	suu					Sungkai	I	L	
suv	A	SIL	suv					Puroik	I	L	SIL
suw	A	SIL	suw					Sumbwa	I	L	SIL
sux	A	JAC	sux	sux				Sumerian	I	A	LL
suy	A	SIL	suy					Suyá	I	L	SIL
suz	A	SIL	suz					Sunwar	I	L	SIL
sva	A	SIL	sva					Svan	I	L	SIL
svb	A	SIL	svb					Ulau-Suain	I	L	SIL
svc	A	SIL	svc					Vincentian Creole English	I	L	SIL
sve	A	SIL	sve					Serili	I	L	SIL
svk	A	SIL	svk					Slovakian Sign Language	I	L	SIL
svr	A	SIL	svr					Savara	I	L	SIL
svs	A	SIL	svs					Savosavo	I	L	SIL
svx	A	LL	svx					Skalvian	I	E	
swa	A	JAC	swa	swa			sw	Swahili (macrolanguage)	M	L	
swb	A	SIL	swb					Maore Comorian	I	L	SIL
swc	A	SIL	swc					Congo Swahili	I	L	SIL
swe	A	JAC	swe	swe			sv	Swedish	I	L	SIL
swf	A	SIL	swf					Sere	I	L	SIL
swg	A	SIL	swg					Swabian	I	L	SIL
swh	A	SIL	swh					Swahili (individual language)	I	L	SIL
swi	A	SIL	swi					Sui	I	L	SIL
swj	A	SIL	swj					Sira	I	L	SIL
swk	A	SIL	swk					Malawi Sena	I	L	SIL
swl	A	SIL	swl					Swedish Sign Language	I	L	SIL
swm	A	SIL	swm					Samosa	I	L	SIL
swn	A	SIL	swn					Sawknah	I	L	SIL
swo	A	SIL	swo					Shanenawa	I	L	SIL
swp	A	SIL	swp					Suau	I	L	SIL
swq	A	SIL	swq					Sharwa	I	L	SIL
swr	A	SIL	swr					Saweru	I	L	SIL
sws	A	SIL	sws					Seluwasan	I	L	SIL
swt	A	SIL	swt					Sawila	I	L	SIL
swu	A	SIL	swu					Suwawa	I	L	SIL
swv	A	SIL	swv					Shekhawati	I	L	SIL
sww	A	SIL	sww					Sowa	I	E	SIL
swx	A	SIL	swx					Suruahá	I	L	SIL
swy	A	SIL	swy					Sarua	I	L	SIL
sxb	A	SIL	sxb					Suba	I	L	SIL
sxc	A	LL	sxc					Sicanian	I	A	
sxe	A	SIL	sxe					Sighu	I	L	SIL
sxg	A	SIL	sxg					Shixing	I	L	SIL
sxk	A	LL	sxk					Southern Kalapuya	I	E	
sxl	A	LL	sxl					Selian	I	E	
sxm	A	SIL	sxm					Samre	I	L	SIL
sxn	A	SIL	sxn					Sangir	I	L	SIL
sxo	A	LL	sxo					Sorothaptic	I	A	
sxr	A	SIL	sxr					Saaroa	I	L	SIL
sxs	A	SIL	sxs					Sasaru	I	L	SIL
sxu	A	SIL	sxu					Upper Saxon	I	L	SIL
sxw	A	SIL	sxw					Saxwe Gbe	I	L	SIL
sya	A	SIL	sya					Siang	I	L	SIL
syb	A	SIL	syb					Central Subanen	I	L	SIL
syc	A	JAC	syc	syc				Classical Syriac	I	H	SIL
syd	A	JAC5		syd				Samoyedic languages	C	Genetic	
syi	A	SIL	syi					Seki	I	L	SIL
syk	A	SIL	syk					Sukur	I	L	SIL
syl	A	SIL	syl					Sylheti	I	L	SIL
sym	A	SIL	sym					Maya Samo	I	L	SIL
syn	A	SIL	syn					Senaya	I	L	SIL
syo	A	SIL	syo					Suoy	I	L	SIL
syr	A	JAC	syr	syr				Syriac	M	L	
sys	A	SIL	sys					Sinyar	I	L	SIL
syw	A	SIL	syw					Kagate	I	L	SIL
syy	A	SIL	syy					Al-Sayyid Bedouin Sign Language	I	L	
sza	A	SIL	sza					Semelai	I	L	SIL
szb	A	SIL	szb					Ngalum	I	L	SIL
szc	A	SIL	szc					Semaq Beri	I	L	SIL
szd	A	SIL	szd					Seru	I	E	SIL
sze	A	SIL	sze					Seze	I	L	SIL
szg	A	SIL	szg					Sengele	I	L	SIL
szk	R	SIL	szk					Sizaki	I	L	
szl	A	SIL	szl					Silesian	I	L	SIL
szn	A	SIL	szn					Sula	I	L	SIL
szp	A	SIL	szp					Suabo	I	L	SIL
szv	A	SIL	szv					Isu (Fako Division)	I	L	SIL
szw	A	SIL	szw					Sawai	I	L	SIL
taa	A	SIL	taa					Lower Tanana	I	L	SIL
tab	A	SIL	tab					Tabassaran	I	L	SIL
tac	A	SIL	tac					Lowland Tarahumara	I	L	SIL
tad	A	SIL	tad					Tause	I	L	SIL
tae	A	SIL	tae					Tariana	I	L	SIL
taf	A	SIL	taf					Tapirapé	I	L	SIL
tag	A	SIL	tag					Tagoi	I	L	SIL
tah	A	JAC	tah	tah			ty	Tahitian	I	L	SIL
tai	A	JAC		tai				Tai languages	C	Genetic	
taj	A	SIL	taj					Eastern Tamang	I	L	SIL
tak	A	SIL	tak					Tala	I	L	SIL
tal	A	SIL	tal					Tal	I	L	SIL
tam	A	JAC	tam	tam			ta	Tamil	I	L	SIL
tan	A	SIL	tan					Tangale	I	L	SIL
tao	A	SIL	tao					Yami	I	L	SIL
tap	A	SIL	tap					Taabwa	I	L	SIL
taq	A	SIL	taq					Tamasheq	I	L	SIL
tar	A	SIL	tar					Central Tarahumara	I	L	SIL
tas	A	SIL	tas					Tay Boi	I	E	SIL
tat	A	JAC	tat	tat			tt	Tatar	I	L	SIL
tau	A	SIL	tau					Upper Tanana	I	L	SIL
tav	A	SIL	tav					Tatuyo	I	L	SIL
taw	A	SIL	taw					Tai	I	L	SIL
tax	A	SIL	tax					Tamki	I	L	SIL
tay	A	SIL	tay					Atayal	I	L	SIL
taz	A	SIL	taz					Tocho	I	L	SIL
tba	A	SIL	tba					Aikanã	I	L	SIL
tbb	A	SIL	tbb					Tapeba	I	E	SIL
tbc	A	SIL	tbc					Takia	I	L	SIL
tbd	A	SIL	tbd					Kaki Ae	I	L	SIL
tbe	A	SIL	tbe					Tanimbili	I	L	SIL
tbf	A	SIL	tbf					Mandara	I	L	SIL
tbg	A	SIL	tbg					North Tairora	I	L	SIL
tbh	A	SIL	tbh					Thurawal	I	E	SIL
tbi	A	SIL	tbi					Gaam	I	L	SIL
tbj	A	SIL	tbj					Tiang	I	L	SIL
tbk	A	SIL	tbk					Calamian Tagbanwa	I	L	SIL
tbl	A	SIL	tbl					Tboli	I	L	SIL
tbm	A	SIL	tbm					Tagbu	I	L	SIL
tbn	A	SIL	tbn					Barro Negro Tunebo	I	L	SIL
tbo	A	SIL	tbo					Tawala	I	L	SIL
tbp	A	SIL	tbp					Taworta	I	L	SIL
tbq	A	JAC5		tbq				Tibeto-Burman languages	C	Genetic	
tbr	A	SIL	tbr					Tumtum	I	L	SIL
tbs	A	SIL	tbs					Tanguat	I	L	SIL
tbt	A	SIL	tbt					Tembo (Kitembo)	I	L	SIL
tbu	A	SIL	tbu					Tubar	I	E	SIL
tbv	A	SIL	tbv					Tobo	I	L	SIL
tbw	A	SIL	tbw					Tagbanwa	I	L	SIL
tbx	A	SIL	tbx					Kapin	I	L	SIL
tby	A	SIL	tby					Tabaru	I	L	SIL
tbz	A	SIL	tbz					Ditammari	I	L	SIL
tca	A	SIL	tca					Ticuna	I	L	SIL
tcb	A	SIL	tcb					Tanacross	I	L	SIL
tcc	A	SIL	tcc					Datooga	I	L	SIL
tcd	A	SIL	tcd					Tafi	I	L	SIL
tce	A	SIL	tce					Southern Tutchone	I	L	SIL
tcf	A	SIL	tcf					Malinaltepec Me'phaa	I	L	SIL
tcg	A	SIL	tcg					Tamagario	I	L	SIL
tch	A	SIL	tch					Turks And Caicos Creole English	I	L	SIL
tci	A	SIL	tci					Wára	I	L	SIL
tck	A	SIL	tck					Tchitchege	I	L	SIL
tcl	A	SIL	tcl					Taman (Myanmar)	I	E	SIL
tcm	A	SIL	tcm					Tanahmerah	I	L	SIL
tcn	A	SIL	tcn					Tichurong	I	L	SIL
tco	A	SIL	tco					Taungyo	I	L	SIL
tcp	A	SIL	tcp					Tawr Chin	I	L	SIL
tcq	A	SIL	tcq					Kaiy	I	L	SIL
tcs	A	SIL	tcs					Torres Strait Creole	I	L	SIL
tct	A	SIL	tct					T'en	I	L	SIL
tcu	A	SIL	tcu					Southeastern Tarahumara	I	L	SIL
tcw	A	SIL	tcw					Tecpatlán Totonac	I	L	SIL
tcx	A	SIL	tcx					Toda	I	L	SIL
tcy	A	SIL	tcy					Tulu	I	L	SIL
tcz	A	SIL	tcz					Thado Chin	I	L	SIL
tda	A	SIL	tda					Tagdal	I	L	SIL
tdb	A	SIL	tdb					Panchpargania	I	L	SIL
tdc	A	SIL	tdc					Emberá-Tadó	I	L	SIL
tdd	A	SIL	tdd					Tai Nüa	I	L	SIL
tde	A	SIL	tde					Tiranige Diga Dogon	I	L	
tdf	A	SIL	tdf					Talieng	I	L	SIL
tdg	A	SIL	tdg					Western Tamang	I	L	SIL
tdh	A	SIL	tdh					Thulung	I	L	SIL
tdi	A	SIL	tdi					Tomadino	I	L	SIL
tdj	A	SIL	tdj					Tajio	I	L	SIL
tdk	A	SIL	tdk					Tambas	I	L	SIL
tdl	A	SIL	tdl					Sur	I	L	SIL
tdn	A	SIL	tdn					Tondano	I	L	SIL
tdo	A	SIL	tdo					Teme	I	L	SIL
tdq	A	SIL	tdq					Tita	I	L	SIL
tdr	A	SIL	tdr					Todrah	I	L	SIL
tds	A	SIL	tds					Doutai	I	L	SIL
tdt	A	SIL	tdt					Tetun Dili	I	L	SIL
tdu	A	SIL	tdu					Tempasuk Dusun	I	L	SIL
tdv	A	SIL	tdv					Toro	I	L	SIL
tdx	A	SIL	tdx					Tandroy-Mahafaly Malagasy	I	L	SIL
tdy	A	SIL	tdy					Tadyawan	I	L	SIL
tea	A	SIL	tea					Temiar	I	L	SIL
teb	A	SIL	teb					Tetete	I	E	SIL
tec	A	SIL	tec					Terik	I	L	SIL
ted	A	SIL	ted					Tepo Krumen	I	L	SIL
tee	A	SIL	tee					Huehuetla Tepehua	I	L	SIL
tef	A	SIL	tef					Teressa	I	L	SIL
teg	A	SIL	teg					Teke-Tege	I	L	SIL
teh	A	SIL	teh					Tehuelche	I	L	SIL
tei	A	SIL	tei					Torricelli	I	L	SIL
tek	A	SIL	tek					Ibali Teke	I	L	SIL
tel	A	JAC	tel	tel			te	Telugu	I	L	SIL
tem	A	JAC	tem	tem				Timne	I	L	SIL
ten	A	SIL	ten					Tama (Colombia)	I	E	SIL
teo	A	SIL	teo					Teso	I	L	SIL
tep	A	SIL	tep					Tepecano	I	E	SIL
teq	A	SIL	teq					Temein	I	L	SIL
ter	A	JAC	ter	ter				Tereno	I	L	SIL
tes	A	SIL	tes					Tengger	I	L	SIL
tet	A	JAC	tet	tet				Tetum	I	L	SIL
teu	A	SIL	teu					Soo	I	L	SIL
tev	A	SIL	tev					Teor	I	L	SIL
tew	A	SIL	tew					Tewa (USA)	I	L	SIL
tex	A	SIL	tex					Tennet	I	L	SIL
