Burk's Falls (Canada), ON
Burke (north of), SD
Burke, VA
Burkesville, KY
Burkett, TX
Burkeville, TX
Burkeville, VA
Burks Falls (Canada), ON
Burleson, TX
Burley, ID
Burley, WA
Burlingame State Park, RI
Burlingame, CA
Burlingame, KS
Burlingame/San Mateo (between), CA
Burlington (Canada), ON
Burlington (south of), IN
Burlington Township, IL
Burlington, CO
Burlington, CT
Burlington, IA
Burlington, IL
Burlington, MA
Burlington, NC
Burlington, NJ
Burlington, VT
Burlington, WA
Burlington, WV
Burmingham, AL
Burna, KY
Burnaby (Canada), BC
Burnet, TX
Burney, CA
Burneyville, OK
Burnham-on-Crouch (UK/England),
Burnie (Tasmania) (Australia),
Burnley  (Lancashire) (UK/England),
Burnley (UK/England),
Burns (100 miles south of, no city), OR
Burns Harbor, IN
Burns Junction (100 miles south of), OR
Burns Junction, OR
Burns Lake (Canada), BC
Burns, OR
Burns/Chicamoniny Lake, OR
Burnside, KY
Burnsville, MN
Burnsville, NC
Burnt Hills, NY
Burnt Hills/ Ballston lake, NY
Burnt Ranch, CA
Burr Oak, KS
Burr Oak, MI
Burr Ridge, IL
Bursa (Turkey),
Burslem, Staffordshire (UK/England),
Burt, MI
Burton Dassett (UK/England),
Burton, MI
Burton, TX
Burton-In-Kendal (UK/England),
Burton-on-Trent (UK/England),
Burtons Bridge, IL
Burtonsville, MD
Bury St Edmunds (UK/England),
Bury St. Edmunds (UK/England),
Bury st Edmunds,
Busan (South Korea),
Busby (Canada), AB
Busby, MT
Bushey (UK/England),
Bushkill, PA
Bushnell, FL
Busselton (Australia),
Butler County, PA
Butler, IN
Butler, MO
Butler, OH
Butler, PA
Butong, Taal, Batangas (Philippines),
Butte & Bozeman (between; enroute), MT
Butte (Approx 40 miles S. of, on NB Interstate 15), MT
Butte County, CA
Butte Falls, OR
Butte Meadows (near), CA
Butte, MT
Butte, NE
Butterwick (UK/England),
Buttonwillow, CA
Buxton (UK/England),
Buxton, NC
Byblos, .
Byhaila, MS
Byhalia, MS
Byram, MS
Byram, NJ
Byron Bay (Australia), .
Byron Center, MI
Byron Center, WA
Byron, GA
Byron, IL
Byron, MN
Byron, NY
Bünde (Birdwood Barracks) (Germany), .
C"an Picafort (Majorca) (Spain),
C.B.R.M. (Canada), NS
CA (Interstate 40), CA
CHENNAI CITY (MADRAS) (India),
CO/WY border (Rocky Mtns.), CO
CT/RI border, RI
Caballo, NM
Cabazon, CA
Cabins, WV
Cabo Rojo (Puerto Rico),
Cabo San Lucas (Mexico),
Cabool, MO
Caboolture (Australia),
Cabot Strait (area of Dingwall, on fishing boat), NS
Cabot, AR
Cacak (Serbia/Montenegro),
Cachuma Lake, CA
Cactus Flat, SD
Cactus Flats, CA
Caddo Mills, TX
Cadillac, MI
Cadiz, KY
Cadiz, OH
Cadiz-Wallonia area, KY
Cadott, WI
Cadotte Pass, MT
Caersws (UK/Wales),
Cagayan de Oro (Philippines),
Cagayan de Oro City (Philippines),
Caguas (Puerto Rico),
Cahas National Park (Ecuador),
Cahokia, IL
Cahokia/Granite City, IL
Caicara (Venezuela), .
Caimanes (Chile),
Cairns (Australia),
Cairns (QLD, Australia),
Cairo (Desert Storm) (Egypt),
Cairo (Egypt),
Cairo (Egypt), .
Cairo, GA
Cairo, IL
Cairo, NY
Cairo, WV
Cala Gonone (Sardaigne) (Italy),
Calabasas, CA
Calabash, NC
Caladon (Canada), ON
Calahonda (Spain),
Calais, VT
Calamine, AR
Calaveras Big Trees, CA
Calaveras County, CA
Calcutta (India),
Calcutta (India), .
Calcutta (Kolkata) (India),
Calcutta, OH
Caldicot (UK/Wales), .
Caldwell (approx 40 miles nw), ID
Caldwell (far west of, towards Oregon), ID
Caldwell, ID
Caldwell, OH
Caldwell, TX
Caldwell, WI
Caledon (Canada), ON
Caledon (from Brampton) (Canada), ON
Caledonia (Canada), ON
Caledonia County, VT
Calera (out-skirts), AL
Calera (outskirts of), AL
Calexico, CA
Calgary (Calgary), AB
Calgary (Canada), AB
Calgary (NE of) (Canada), AB
Calgary (east of) (Canada), AB
Calgary (west of) (Canada), AB
Calgary and Black Diamond (between) (Canada), AB
Calgary, AB
Calhan, CO
Calhoun (north of), GA
Calhoun, GA
Calhoun, KY
Cali (Colombia S.A.),
Cali (Colombia),
Cali-Buga (Colombia),
Calico  (north of), NV
Calico Rock, AR
Calicut (India),
Califon, NJ
California (above, northern part of), CA
California (central part), CA
California (entire west coast), CA
California (southern), CA
California City (east of), CA
California City, CA
California Hot Springs, CA
California Hotsprings, CA
California Valley (cattle country, not too distant airbase), CA
California desert (Interstate 8), CA
California desert, CA
California, AZ
California, CA
California, MO
California, PA
Caliham, TX
Calimesa, CA
Calion, AR
Calipatria, CA
Caliphon, NJ
Calistoga (Knights Valley), CA
Calistoga, CA
Callahan County (cross plains in rural area), TX
Callahan, FL
Callaway, MN
Callaway, VA
Callicoon, NY
Calne, Wiltshire (UK/England),
Calnevari  (Mojave Desert), CA
Caloundra (Australia),
Calumet City (just south of chicago,ill), ill, IL
Calumet City, IL
Calumet City, IN
Calumet, MI
Calvert, TX
Calypso, NC
Cam Highway (?), HI
Cam Rahn Bay (Viet Nam),
Camanche, TX
Camano Island, WA
Camarillo (Rural), CA
Camarillo, CA
Camas, WA
Camberley (UK/England),
Cambodia,
Camborne (UK/England),
Cambria/San Luis Obispo County, CA
Cambridge (Canada), ON
Cambridge (Galt) (Canada), ON
Cambridge (UK/England),
Cambridge Springs, PA
Cambridge, ID
Cambridge, IL
Cambridge, MA
Cambridge, MD
Cambridge, NH
Cambridge, OH
Cambridge, WI
Cambridgeshire (UK/England),
Cambrige, IL
Camden (Penobscot Bay), ME
Camden Point, MO
Camden, AR
Camden, ME
Camden, NJ
Camden, NY
Camden, OH
Camden, SC
Camdenton, MO
Cameron (Canada), ON
Cameron Park, CA
Cameron, LA
Cameron, MO
Cameron, NC
Cameron, OK
Cameron, WI
Cameron, WV
Camillus, NY
Camp Albert Pike, AR
Camp Atturburry, IN
Camp Creek, WV
Camp Hansen (Okinawa, Japan),
Camp Hanson (Okinawa) (Japan),
Camp Hill, PA
Camp Lejeune/Jacksonville, NC
Camp McCoy (enroute to), WI
Camp Pendelton (Oceanside), CA
Camp Pendelton, CA
Camp Pendleton, CA
Camp Ripley (rural, just west of), MN
Camp Springs, MD
Camp Taqaddum (Iraq),
Camp Taqqadum (Iraq),
Camp Verde, AZ
Campana (Argentina), .
Campbell Hall, NY
Campbell River (Canada), BC
Campbell River (Vancouver Island) (Canada), BC
Campbell, CA
Campbellford (Canada), ON
Campbellsport, WI
Campbellsville, KY
Campbelltown (Australia),
Campbelltown-Sydney (Australia),
Campground Kendallville, IN
Campinas (Brazil),
Campinas/Sao Paulo (Brazil),
Campo Alegre (Huila) (Colombia),
Campo, CA
Campo, IA
Campos (Brazil),
Campos Altos (Brazil),
Campos dos Goytacazes (Brazil),
Campton, KY
Campwood, TX
Camrose (1.5 km north) (Canada), AB
Camrose (Canada), AB
Canaan, ME
Canaan, NH
Canada (various locations), BC
Canada,
Canada, AB
Canada, BC
Canada, MB
Canada, NT
Canada, ON
Canadensis, PA
Canadian, TX
Canajoharie, NY
Canal Fulton, OH
Canal Winchester, OH
Canandaigua, NY
Canandaugua, NY
Canastota, NY
Canberra (Australia),
Canberra (Australia), .
Canby, CA
Canby, MN
Canby, OR
Cancun (Cancun),
Cancun (Melia Turquesa Hotel) (Mexico),
Cancun (Mexico),
Cancun (Playa del Carmen) (2 hours south of),
Cancun (Quintana Roo) (Mexico),
Cancun (Yucatan, Mexico),
Cancun (south of) (Mexico),
Cancun, Q.R. (Mexico),
Candia, NH
Candle Lake (Canada), SK
Candler, NC
Cando (Canada), SK
Candor, NY
Cane Hill, AR
Caney, KS
Canfield  (OH/PA border), OH
Canfield, OH
Canmore (Canada), AB
Cannis City, FL
Cannock (UK/England),
Cannon AFB, NM
Cannon AFB/Clovis, NM
Cannon Beach, OR
Cannon Falls, MN
Cannon, NH
Cannon, NY
Cannonsburgh, PA
Canoga Park, CA
Canon City, CO
Canon Frome Court (near Ledbury-Herefordshire) (UK/England),
Canon, GA
Canonsburg, PA
Canouan (Caranage Bay Resort) (Grenadine Islands),
Canovanas (Puerto Rico), PR
Canterberry, NH
Canterbury (UK/England),
Canterbury (near), Dover, Kent (UK/England),
Canterbury (south of) (New Zealand),
Canterbury, NH
Cantoma, FL
Canton Township, MI
Canton, CT
Canton, GA
Canton, IL
Canton, MA
Canton, MI
Canton, MS
Canton, NY
Canton, OH
Canton, PA
Canton, TX
Cantonment, FL
Cantwell (80 miles east of); Clearwater Mtns., AK
Canvey Island (UK/England),
Canvey Island, Essex (UK/England),
Canyon (outside of), TX
Canyon Country, CA
Canyon Lake (near), AZ
Canyon Lake, CA
Canyon Lake, TX
Canyon, TX
Canyonlands NP, UT
Canyonville, OR
Cap Pele/ Port Elgin area (Canada), NB
Capac, MI
Cape Breton (Canada), NS
Cape Canaveral, FL
Cape Cod, MA
Cape Coral, FL
Cape Elizabeth (near; location unspecified by witness), ME
Cape Elizabeth, ME
Cape Fair, MO
Cape Girardeau, MO
Cape Hatteras, NC
Cape Kennedy (@ Imax Theatre 1), FL
Cape Lookout/Tillamook, OR
Cape May County, NJ
Cape May Court House, NJ
Cape May Courthouse, NJ
Cape May, NJ
Cape Neddick, ME
Cape Rosier, ME
Cape Town (South Africa),
Capetown (CPT) (South Africa),
Capistrano Beach, CA
Capistrano Beach/Dana Point, CA
Capitol Reef, UT
Capitola, CA
Capitola, FL
Capon Bridge, WV
Capricorn Coast (Australia),
Captain Cook, HI
Capulin Mountain, NM
Caquas (Puerto Rico), PR
Caracas (Venezuela),
Caracas (Venezuela), .
Caracas (Venezuela), DC
Caracas,
Caracas, D.F. (Venezuela),
Caransebes (Romania),
Carberry (south of) (Canada), MB
Carbonado (outside of), WA
Carbonado, WA
Carbondale, CO
Carbondale, IL
Carbondale, KS
Carbondale, PA
Carcross (Canada), YT
Cardiff (Canada), BC
Cardiff (Jamaica),
Cardiff (UK/Wales),
Cardiff (near) (UK/Wales),
Cardiff, CA
Cardiff-by-the-Sea, CA
Cardinal (Canada), ON
Cardross (UK/Scotland),
Cardston (Canada), AB
Carefree, AZ
Careyes (Mexico),
Careywood & Bayview (Pend Oreille Lake), ID
Caribbean (in a cruise) (Mexico),
Caribbean Cruise,
Caribbean Sea (U.S. Navy Ship),
Caribbean Sea (USS W.S. Sims),
Caribbean Sea (Venezuela),
Caribbean Sea (between Mexico and Cuba),
Caribbean Sea (cruise boat) (150 mi. N of Cozumel), FL
Caribbean Sea,
Caribbean Sea, FL
Caribou (rural Suburb of), ME
Caribou, ME
Carizzo Plains National Mounument, CA
Carl Junction, MO
Carlbad, NM
Carle Place, NY
Carleton (Canada), NS
Carleton (Canada), QC
Carleton Place (Canada), ON
Carlin, NV
Carlinville (from, until almost Carrollton), IL
Carlinville, IL
Carlisle (Canada), ON
Carlisle,
Carlisle, IA
Carlisle, NY
Carlisle, PA
Carlow (Ireland),
Carlsbad, CA
Carlsbad, NM
Carlsbad/Leucaida, CA
Carlsberg, WA
Carlton, OR
Carlton, TX
Carlysle (on interstate 76), PA
Carlyss, LA
Carmarthen (Wales),
Carmarthenshire (UK/Wales),
Carmel (I-49), LA
Carmel Valley, CA
Carmel, CA
Carmel, IN
Carmel, NY
Carmel-by-the-Sea, CA
Carmen, ID
Carmicahel, CA
Carmichael, CA
Carmichaels, PA
Carnarvon Gorge (Australia),
Carnation (on Tolt River, Cascade Mts.), WA
Carnation, WA
Carnes, MS
Carnesville, GA
Carney, MD
Carney, MI
Carneys Point, NJ
Carnival cruise ship (Paradise),
Carnsville, GA
Caro, MI
Carol City, FL
Carol Stream, IL
Carolina (Puerto Rico),
Carolina Beach (Fort Fisher), NC
Carolina Beach, NC
Carolina, WV
Caroline (Canada), AB
Carothersville, MO
Carpendale, WV
Carpenteria (near), CA
Carpentersville, IL
Carpinteria (Santa Barbara County), CA
Carpinteria, CA
Carpinteria/Santa Barbara, CA
Carrabasset Valley, ME
Carrabelle, FL
Carrboro, NC
Carrie, KY
Carriere, MS
Carrizozo, NM
Carrol Stream, IL
Carroll Valley, PA
Carroll, IA
Carroll, OH
Carrollton (6 miles west of, on Garrett Circle), GA
Carrollton (Hwy. 65, northbound), MO
Carrollton, GA
Carrollton, IL
Carrollton, KY
Carrollton, MO
Carrollton, MS
Carrollton, OH
Carrollton, TX
Carrolton, GA
Carrolton, TX
Carson (the city of, near L.A. Airport), CA
Carson City, MI
Carson City, NV
Carson, CA
Carson, MS
Carson, WA
Carson/Los Angeles City, CA
Carsonville, MI
Carta Valley, TX
Cartagena (murcia) (Spain),
Cartago, CA
Cartaret, NJ
Cartecay, GA
Carter Lake, IA
Carter, OK
Carteret, NJ
Cartersville, GA
Carterville, IL
Carthage, IL
Carthage, IN
Carthage, MO
Carthage, MS
Carthage, NY
Carthage, TN
Carthage, TX
Cartwright, ND
Cartwright, OK
Carver, MA
Carvoeiro (Portugal),
Cary, IL
Cary, NC
Casa Grande, AZ
Casa Grande/Phoenix (between), AZ
Casa, AR
Casablanca (Morocco),
Casalabate (Italy),
Cascade (7 miles NW  city of), ID
Cascade Locks, OR
Cascade Mtns., WA
Cascade Range (central, near north sister), OR
Cascade, CO
Cascade, IA
Cascade, ID
Cascais (Portugal),
Cascavel (Brazil),
Cascavel, Paraná (Brazil),
Caseville, MI
Casey Key (north end of), FL
Casey, IL
Caseyville, IL
Cashel (Republic of Ireland),
Cashiers, NC
Cashion, AZ
Cashmere, WA
Cashton, WI
Casper, WY
Caspian Sea (south of) (Iran),
Cass City, MI
Cass Lake, MN
Cassatt, SC
Casselberry, FL
Casselton, ND
Cassville, GA
Castaic Junction, CA
Castaic, CA
Casterton (Victoria) (Australia),
Castile, NY
Castilla (Colombia),
Castle Creek, NY
Castle Peak Summit (9300'), CA
Castle Rock, CO
Castle Rock, WA
Castlefod,
Castleford (UK/England),
Castleford Nr Leeds (UK/England),
Castleford Nr Leeds,
Castlegar (Canada), BC
Castleside (UK/England),
Castleton, NY
Castleton, VT
Castro Valley, CA
Castroville, CA
Caswell, NC
Catalina (35 mi north of Tucson), AZ
Catalina Island (Cherry Island), CA
Catalina Island, CA
Catanduanes (Philippines),
Cataqua, PA
Cataret, NJ
Catasauqua, PA
Cataumet, MA
Catawba, OH
Catawba, SC
Catawissa, PA
Cathedral City, CA
Catheys Valley, CA
Cathlamet, WA
Catonsville, MD
Catskill, NY
Catskill/Coxsackie, NY
Caufield, MO
Cave City, KY
Cave Creek ( N. Scottsdale border), AZ
Cave Creek, AZ
Cave Junction (outside of), OR
Cave Junction, OR
Cave Juntion, OR
Cave Spring, GA
Cave Springs, GA
Cavendish (Canada), PE
Caversham (Reading) (UK/England),
Caviota, CA
Cavite (Philippines),
Cayuga, IN
Cazadero, CA
Cazenovia, NY
Caçador (Brazil),
Ceasar's Creek and Dayton, OH
Cebu (Philippines),
Cebu City (Philippines),
Cecil, GA
Cedar City (east of), UT
Cedar City, UT
Cedar City/St. George (between), UT
Cedar Crest, NM
Cedar Falls, IA
Cedar Glen, CA
Cedar Grove, WI
Cedar Hill, TX
Cedar Key, FL
Cedar Knolls, NJ
Cedar Lake, IN
Cedar Park, TX
Cedar Point (Canada), ON
Cedar Point, KS
Cedar Point, NC
Cedar Rapids, IA
Cedar Ridge, AZ
Cedar River, MI
Cedar Springs, MI
Cedar point/ Emerald Isle/ Swansboro, NC
Cedar, MI
Cedar, UT
Cedarbug, WI
Cedarburg, WI
Cedaredge, CO
Cedarfalls, IA
Cedartown, GA
Cedarville (4 to 5 miles east of, on U. S. 42), OH
Cedarville, NY
Cedarville, OH
Ceder Lake, IN
Cehu-Silvaniei (Romania),
Ceiba (Puerto Rico),
Celebration, FL
Celina, TN
Celina, TX
Celo, NC
Celoron, NY
Celta, PA
Cement City, MI
Centennial, CO
Center Barnstead, NH
Center Harbor, NH
Center Moriches, NY
Center Valley, PA
Center, TX
Centerburg, OH
Centereach, NY
Centereach/Selden/Coram, NY
Centerport (Long Island), NY
Centerton, AR
Centerville, GA
Centerville, IA
Centerville, MA
Centerville, OH
Centerville, PA
Centerville, TX
Central Butte (Canada), SK
Central City, KY
Central Coast (Australia),
Central Coast (NSW, Australia),
Central Florida (Melbourn to West Palm to Orlando), FL
Central Florida, FL
Central Islip, NY
Central Lake, MI
Central New York, NY
Central Point, OR
Central Square, NY
Central Texas, TX
Central U. S. (in-flight; Chicago toTampa Bay),
Central U.S. (enroute, in-flight), ND
Central Victoria (Australia),
Central, IN
Central, OK
Centralia, IL
Centralia, MO
Centralia, WA
Centralia/Walnut Hill area, IL
Centreville (Bib Gish Lake), MI
Centreville and Selma (area on state road 219 between), AL
Centreville, MD
Centreville, MI
Centreville, VA
Centurion (South Africa),
Ceres, CA
Ceresco, NE
Cerrilillo, NM
Cerrillos, TN
Cerritos, CA
Cerritos/Buena Park area, CA
Cesena (Italy),
Cessnock (Australia),
Cessy (France),
Chaco Canyon National Historic Park, NM
Chaco Canyon, NM
Chadds Ford, PA
Chadron, NE
Chadron, NE/Oelrichs, SD (between), NE
Chadwell St Mary (Choose State/Prov) (UK/England),
Chadwell St Mary (UK/England),
Chaffee, MO
Chaffee, NY
Chagrin Falls, OH
Chakri, Islamabad (Pakistan),
Chalfont, PA
Challis, ID
Chalybeate Springs, AL
Chama River (El Vado dam), NM
Chama, NM
Chambers County (area of Al-Ga line), AL
Chambersburg, PA
Chambly (Canada), QC
Champaign, IL
Champlin, MN
Chance, MD
Chandigargh (India), AZ
Chandigarh (India),
Chandler (Yuma Co.?), AZ
Chandler (app. 20 miles E/SE of Phoenix), AZ
Chandler (but seemed far away and high in), AZ
Chandler Gaspe (Canada), PQ
Chandler, AZ
Chandler/Gilbert, AZ
Chandler/Gilbert/Mesa, AZ
Chandler/Queencreek, AZ
Changchun (China),
Chanhassen, MN
Channahon (near Joliet), IL
Channahon, IL
Channel Islands & Norwich (UK/England),
Channel Islands & Norwich,
Channelview, TX
Channing, MI
Channing/Littlefield (385 between), TX
Chantilly, VA
Chantilly/Centreville, VA
Chanute & Humbolt (between), KS
Chanute, KS
Chapeau (Canada), PQ
Chapel Hill, NC
Chapel Hill, TN
Chapin, SC
Chapleau (Canada), ON
Chapmansboro, TN
Chappaqua, NY
Charalton, NY
Chard Town, Somerset,
Chardon, OH
Charelston, WV
Charestown, IN
Chariton, IA
Charleori, PA
Charles City Co./Henrico (between; on Rt. 5), VA
Charles Town, WV
Charlesbourg (Canada), PQ
Charlesbourg (XXèm Rue ouest,  Québec), CA
Charleston (Edisto Island Just S.of), SC
Charleston (North Charleston), SC
Charleston (West of I-77), WV
Charleston ??  (in-flight sighting), SC
Charleston AFB, SC
Charleston AFS, ME
Charleston, IL
Charleston, MO
Charleston, OR
Charleston, SC
Charleston, WV
Charleston/Mt. Pleasant, SC
Charleston/Van Buren, AR
Charlestown, IN
Charlestown, RI
Charlevoix, MI
Charlotte (Matthews), NC
Charlotte Cty to Sarasota on Hwy. 75, FL
Charlotte, MI
Charlotte, NC
Charlotte, TN
Charlotte, TX
Charlotte, VT
Charlottesville, IN
Charlottesville, VA
Charlottetown (Canada), PE
Charlston, NC
Charlton, MA
Charubusco, NY
Chaska, MN
Chasworth, CA
Chateauguay (Canada), PQ
Chateauguay (Canada), QC
Chateauqua, NY
Chatfield, MN
Chatfield, TX
Chatham (Canada), ON
Chatham Maritime (UK/England),
Chatham, IL
Chatham, MI
Chatham, NJ
Chatham, NY
Chatham, VA
Chatsworth (Fort Mountain Community), GA
Chatsworth (Fort Mountain), GA
Chatsworth, CA
Chatsworth, GA
Chatsworth, NJ
Chattahoochee County, GA
Chattahoochee, FL
Chattanooga, TN
Chautaqua Road, NY
Chauvin, LA
Chawton, Hampshire (UK/England),
Chawton, Hampshire (near Alton) (UK/England),
Chazy, NY
Cheaha Mountain, AL
Chebanse, IL
Cheboygan, MI
Chechauoene (Morocco),
Checotah, OK
Cheddar (UK/England),
Cheek, TX
Cheektowaga (near), NY
Cheektowaga, NY
Chehalis, WA
Chelan, WA
Chelmsford (UK/England),
Chelmsford, MA
Chelsea (Canada), QC
Chelsea (Pontiac) (Canada), QC
Chelsea, AL
Chelsea, MA
Chelsea, MI
Cheltenham (UK/England),
Cheltenham ENGLAND,
Cheltenham, PA
Chemnitz (Germany),
Chemung, NY
Chenango Forks, NY
Cheney, WA
Chengdu (China),
Chennai (India),
Cheraw, CO
Chermont, FL
Cherokee Village, AR
Cherokee Villiage, AR
Cherokee, AL
Cherokee, NC
Cherokee, OK
Cherry Creek State Park, CO
Cherry Creek, CO
Cherry Grove (Canada), AB
Cherry Grove (Fire Island), NY
Cherry Grove Beach, SC
Cherry Grove, SC
Cherry Hill, NJ
Cherry Spring, PA
Cherry Valley, CA
Cherry Valley, IL
Cherry Valley, NY
Cherryville, NC
Chesapeake (Norfork area), VA
Chesapeake Bay (northern), MD
Chesapeake Beach, MD
Chesapeake, OH
Chesapeake, VA
Cheshire (UK/England),
Cheshire, CT
Cheshire, Lymm (UK/England),
Cheshire, MA
Cheshire, OH
Chesnee, SC
Chester (UK/England),
Chester, AR
Chester, CA
Chester, IL
Chester, NJ
Chester, NY
Chester, PA
Chester, SC
Chester, VA
Chester, WV
Chesterfeild, VA
Chesterfield (UK england),
Chesterfield (UK/England),
Chesterfield Inlet,
Chesterfield,
Chesterfield, Derbyshire, England,
Chesterfield, IL
Chesterfield, MI
Chesterfield, MO
Chesterfield, NH
Chesterfield, VA
Chesterfield/Creve Coeur (St. Louis County), MO
Chesterland, OH
Chesterton, IN
Chestertown, NY
Chesterville (Canada), ON
Chestnut Hill, TN
Chestnutridge, MO
Cheviot, OH
Chevy Chase, MD
Cheyenne, WY
Chhindwara (India),
Chiang Mai (Thailand),
Chicago "highway", IL
Chicago ('burbs), IL
Chicago (1 hours south ofoff I 57), IL
Chicago (Bridgeport area), IL
Chicago (Hwy. 531), IL
Chicago (Irving Park Road), IL
Chicago (Midway Clearing Dist.), IL
Chicago (O'Hare Airport), IL
Chicago (O'hare Airport), IL
Chicago (SW sky over Lake Michigan), IL
Chicago (about 50 miles south of, I-55 south), IL
Chicago (downtown), IL
Chicago (downtown, on L. Michigan), IL
Chicago (east of), IL
Chicago (in-flight sighting), IL
Chicago (near O'hare airport), IL
Chicago (near),
Chicago (near), IL
Chicago (over Lake Michigan), IL
Chicago (over NW Indiana?), IL
Chicago (south suburb), IL
Chicago (southwest side), IL
Chicago (southwest suburbia), IL
Chicago (southwest suburbs of), IL
Chicago (west suburbs), IL
Chicago (xxxx W 55 St., by Midway Airport), IL
Chicago Heights, IL
Chicago O'Hare Airport, IL
Chicago Ridge, IL
Chicago area, IL
Chicago, IL
Chicago, IN
Chicago- West Suburbs- Rt 171, IL
Chicago/Mt. Greenwood, IL
Chichen Itza (Yucatan) (Mexico),
Chichester (UK/England),
Chickamauga, GA
Chickasaw, AL
Chiclana (Spain),
Chico (Hwy 70 at 179  junction), CA
Chico, CA
Chicoe, CA
Chicopee, MA
Chicora, PA
Chicoutimi (Canada), PQ
Chiddingfold (UK/England),
Chiefland, FL
Chigwell Essex (UK/England),
Chihuahua (Mexico),
Chihuahua Mts (north of, mexican border), NM
Child/Elkton (Cecil County), MD
Childress (North of), TX
Childress (approx 20 miles north of, TX
Childs (near the Verde Hot Springs), AZ
Childs, MD
Chilhowie, VA
Chilhowie/Marion, VA
Chillicothe, IL
Chillicothe, OH
Chillicothe, TX
Chilliwack (Canada), BC
Chiloquin, OR
Chilton, WI
Chimacum, WA
Chimes, AR
Chimkent (Shymkent) (Kazakhstan),
China (northern location),
China Grove, NC
China Lake, CA
China Spring (or surrounding communities), TX
China Spring, TX
China, TX
Chincoteague, VA
Chingford (London) (UK/England),
Chinle, AZ
Chinley, AZ
Chino HIlls, CA
Chino Hills (seen from), CA
Chino Hills, CA
Chino Valley, AZ
Chino, CA
Chinook, MT
Chinook, WA
Chinquipin (Matagorda county, 10 miles southeast of se, TX
Chipley (15 miles southeast of), FL
Chippenham (UK/England),
Chippewa Falls, WI
Chippewa Lake, MI
Chiricahua National Monument, AZ
Chirichua Mountains, AZ
Chisago City, MN
Chiseldon (UK/England),
Chisholm, MN
Chitik Lake (Canada), SK
Chittenango, NY
Chiuahua (Chiuahua state) (Mexico),
Chloride, AZ
Chocowinity, NC
Choctaw Beach, FL
Choctaw County (southeastern OK), OK
Choctaw, OK
Chopin, LA
Chosica (Peru),
Chowchilla (south of, Madera County), CA
Chowchilla, CA
Christchurch (New Zealand),
Christchurch (UK/England),
Christchurch, Dorset (UK/England),
Christiana, TN
Christiansburg, OH
Christiansburg, VA
Christmas Valley, OR
Christopher, IL
Christoval, TX
Chualar, CA
Chubbuck, ID
Chugiak, AK
Chugwater, WY
Chula Vist, CA
Chula Vista campground parking lot, Mt. Pinos, CA
Chula Vista, CA
Chulucanas-Piura La Vieja (Peru),
Chuluota, FL
Chunky, MS
Chupadero, NM
Church Hill, PA
Church Hill, TN
Church Point (Canada), NS
Church Point, LA
Churchable  (Australia),
Churchbridge (Canada), SK
Churchton, MD
Churchville, MD
Churchville, NY
Cibolo, TX
Cicero, IL
Cicero, IN
Cicero, NY
Ciel de St-Rémi (Canada), QC
Cimarron, KS
Cimarron, NM
Cincinnati (Milford), OH
Cincinnati (eastern outskirts), OH
Cincinnati, IN
Cincinnati, KY
Cincinnati, OH
Cincy (near, rural Ohio), OH
Cinnaminson, NJ
Ciolpani (Romania),
Circle City, AZ
Circle Pines, MN
Circleville, NY
Circleville, OH
Cirencester (UK/England),
Cisco (Just before), TX
Cisco, TX
Cisco, UT
Cistern, TX
Citronelle, AL
Citrus Heights (Sacramento Area), CA
Citrus Heights (a suburb of Sacramento), CA
Citrus Heights, CA
Citrus heights, CA
Citrusdal (South Africa),
City of Commerce, CA
City of Rocks National Reserve, ID
Ciudad Habana (Cuba),
Ciudad Lazaro Cardenas (Mexico),
Ciudad Quesada (Costa Rica),
Clackamas, OR
Clacton-On-Sea (UK/England),
Claflin, KS
Clairton, PA
Clanton, AL
Clare, MI
Claremont, CA
Claremont, NC
Claremore, OK
Clarence, NY
Clarendon (North of), AR
Clarendon Hills, IL
Clarendon, NY
Clarinda, IA
Clarington, PA
Clarion, IA
Clarion, PA
Clark A.F.B (Philippines),
Clark County (rural), KY
Clark, MO
Clark, NJ
Clark, WA
Clark, WY
Clarkdale, AZ
Clarkes Summitt (south 81 mile marker 195 in), PA
Clarkesville, GA
Clarklake, MI
Clarks Summit, PA
Clarksburg, MD
Clarksburg, PA
Clarksburg, WV
Clarksdale, MS
Clarksfield, OH
Clarkson, NY
Clarkston, GA
Clarkston, MI
Clarkston, WA
Clarkston/Lewiston, WA
Clarksville (Fort Campbell), KY
Clarksville (rural area), TN
Clarksville, AR
Clarksville, IN
Clarksville, MD
Clarksville, NY
Clarksville, OH
Clarksville, TN
Clarksville, TX
Clarksville, VA
Clarkton, NC
Clatonia, NE
Clatskanie, OR
Claude, TX
Claverack (East Rt.23), NY
Claverack, NY
Clawson, MI
Claxton, GA
Clay Center, KS
Clay City, KY
Clay Springs, AZ
Clay, NY
Claycomo, MO
Claymont, DE
Clayton, CA
Clayton, DE
Clayton, GA
Clayton, MI
Clayton, NC
Clayton, NJ
Clayton, NM
Clayton, NY
Clayton, OH
Cle Elum, WA
Clear Creek East Resort, NE
Clear Lake (Beaver Co.), OK
Clear Lake, IN
Clear Lake, OR
Clear Lake, TX
Clearence Center, NY
Clearfield, IA
Clearfield, PA
Clearfield, UT
Clearfield/Curwensville, PA
Clearfork, WV
Clearlake, CA
Clearlake, TX
Clearwater Beach, FL
Clearwater, FL
Clearwater, KS
Cleburne, TX
Cleckheaton (UK/England),
Clee Hill (UK/England),
Clementon, NJ
